transactionID,accountID,type,operation,amount,balance,bank,date
929608,A00003168,Credit,Credit in Cash,1000,1000,,2/20/1993
452238,A00001536,Credit,Credit in Cash,100,26009,,2/21/1993
785632,A00002676,Credit,Credit in Cash,3300,18763,,2/21/1993
1273262,A00004355,Credit,Credit in Cash,800,800,,2/21/1993
871809,A00002970,Credit,Credit in Cash,9400,19458,,2/21/1993
1039106,A00003554,Credit,Credit in Cash,45925,47925,,2/21/1993
1313153,A00004484,Credit,Credit in Cash,41740,71951,,2/22/1993
700133,A00002396,Credit,Credit in Cash,500,500,,2/22/1993
84101,A00000280,Credit,Credit in Cash,6200,18543,,2/22/1993
708372,A00002425,Credit,Credit in Cash,8000,17805,,2/22/1993
491813,A00001678,Credit,Credit in Cash,200,200,,2/22/1993
269812,A00000925,Credit,Credit in Cash,500,500,,2/23/1993
1183399,A00004055,Credit,Credit in Cash,3100,23581,,2/23/1993
293959,A00001005,Credit,Credit in Cash,300,300,,2/23/1993
1313160,A00004484,Credit,Credit in Cash,31332,103283,,2/23/1993
1313408,A00004484,Debit,Cash Withdrawal,62100,41183,,2/23/1993
618167,A00002110,Credit,Credit in Cash,600,600,,2/23/1993
2810462,A00009307,Credit,Credit in Cash,7100,13282.8,,2/23/1993
2797779,A00009265,Credit,Credit in Cash,28361,28661,,2/23/1993
1486385,A00005065,Debit,Cash Withdrawal,4000,29345,,2/23/1993
204963,A00000697,Credit,Credit in Cash,200,200,,2/23/1993
1736950,A00005891,Debit,Cash Withdrawal,4500,28994,,2/24/1993
142592,A00000477,Credit,Credit in Cash,900,18292,,2/24/1993
400895,A00001366,Credit,Credit in Cash,900,900,,2/24/1993
914518,A00003117,Credit,Credit in Cash,900,900,,2/24/1993
307761,A00001050,Credit,Credit in Cash,1000,1000,,2/24/1993
292547,A00001000,Debit,Cash Withdrawal,1500,30048,,2/24/1993
655852,A00002242,Credit,Credit in Cash,300,300,,2/25/1993
511638,A00001750,Debit,Cash Withdrawal,2500,23463,,2/25/1993
594521,A00002023,Credit,Credit in Cash,2700,26424,,2/25/1993
484359,A00001649,Credit,Credit in Cash,11000,11700,,2/25/1993
167889,A00000562,Credit,Credit in Cash,300,300,,2/25/1993
58944,A00000197,Credit,Credit in Cash,800,800,,2/25/1993
1578988,A00005369,Credit,Credit in Cash,900,900,,2/25/1993
1911147,A00006473,Debit,Cash Withdrawal,8900,36168,,2/25/1993
1910783,A00006473,Credit,Credit in Cash,23990,45068,,2/25/1993
783618,A00002670,Debit,Cash Withdrawal,1400,24081,,2/26/1993
148417,A00000496,Credit,Credit in Cash,800,800,,2/26/1993
752168,A00002566,Credit,Credit in Cash,10700,11500,,2/26/1993
330947,A00001127,Credit,Credit in Cash,1800,25730,,2/26/1993
2242710,A00007401,Credit,Credit in Cash,1100,1100,,2/26/1993
2432,A00000009,Credit,Credit in Cash,10900,12100,,2/26/1993
276,A00000002,Credit,Credit in Cash,1100,1100,,2/26/1993
537461,A00001829,Credit,Credit in Cash,900,900,,2/27/1993
127567,A00000428,Credit,Credit in Cash,200,200,,2/27/1993
1256736,A00004296,Credit,Credit in Cash,5200,24129,,2/27/1993
1068640,A00003651,Credit,Credit in Cash,800,800,,2/27/1993
726514,A00002486,Credit,Credit in Cash,200,200,,2/27/1993
494941,A00001688,Credit,Credit in Cash,800,800,,2/27/1993
883003,A00003008,Credit,Credit in Cash,200,200,,2/27/1993
2780386,A00009203,Credit,Credit in Cash,900,900,,2/27/1993
851694,A00002902,Credit,Credit in Cash,3900,24313,,2/27/1993
462811,A00001575,Credit,Credit in Cash,900,900,,2/27/1993
105733,A00000361,Credit,Credit in Cash,600,600,,2/27/1993
519751,A00001775,Credit,Credit in Cash,900,900,,2/27/1993
3564254,A00001019,Credit,,33.4,24979.4,,2/28/1993
3563618,A00001000,Credit,,22.4,30070.3,,2/28/1993
3562938,A00000982,Credit,,18.7,5468.6,,2/28/1993
695490,A00002378,Debit,Cash Withdrawal,14.6,71437.8,,2/28/1993
3591422,A00001844,Credit,,15.6,7012.2,,2/28/1993
3617491,A00002632,Credit,,121.8,34897.3,,2/28/1993
3618041,A00002647,Credit,,35.1,12450.1,,2/28/1993
3618818,A00002670,Credit,,10.8,24091.8,,2/28/1993
3619030,A00002676,Credit,,22.3,18785.3,,2/28/1993
3673340,A00005891,Credit,,21.6,29015.6,,2/28/1993
3580975,A00001536,Credit,,31,26040,,2/28/1993
3578972,A00001477,Credit,,9.8,3860.8,,2/28/1993
3579544,A00001493,Credit,,21.7,10253,,2/28/1993
3559698,A00000890,Credit,,23,7764,,2/28/1993
3558799,A00000866,Credit,,103.2,31328.3,,2/28/1993
3561686,A00000943,Credit,,13.7,4030.7,,2/28/1993
3558613,A00000862,Credit,,139.2,44672.2,,2/28/1993
3453600,A00006473,Credit,,102,36270,,2/28/1993
3509732,A00009265,Credit,,21.3,28707.9,,2/28/1993
3520588,A00010364,Credit,,38.3,19831.3,,2/28/1993
3574568,A00001338,Credit,,160,33375.5,,2/28/1993
3654667,A00003760,Credit,,110.5,36169.7,,2/28/1993
3659415,A00003909,Credit,,58.6,24658.6,,2/28/1993
3656580,A00003818,Credit,,83.4,37471.2,,2/28/1993
3657066,A00003834,Credit,,34.7,21209.7,,2/28/1993
3460368,A00000374,Credit,,68.6,22009.6,,2/28/1993
3458834,A00011295,Credit,,31,23205.5,,2/28/1993
3456845,A00009635,Credit,,20.3,9383.2,,2/28/1993
3459107,A00000009,Credit,,5.4,12105.4,,2/28/1993
3553662,A00000704,Credit,,89.3,38993.3,,2/28/1993
3552057,A00000652,Credit,,110.6,31457.6,,2/28/1993
3551094,A00000627,Credit,,61.5,23010.5,,2/28/1993
3652281,A00003693,Credit,,2.9,19649.9,,2/28/1993
3629868,A00003007,Credit,,72.7,23324.7,,2/28/1993
3585453,A00001675,Credit,,13.7,5440.7,,2/28/1993
3583849,A00001628,Credit,,20.7,9286.1,,2/28/1993
3584202,A00001637,Credit,,25.9,11977.8,,2/28/1993
3589600,A00001801,Credit,,2.9,702.9,,2/28/1993
3586192,A00001695,Credit,,50.1,19620.9,,2/28/1993
3587929,A00001750,Credit,,14,23477,,2/28/1993
3587146,A00001726,Credit,,110,35082.2,,2/28/1993
3614522,A00002543,Credit,,16.2,7264.2,,2/28/1993
3615569,A00002574,Credit,,39,15458,,2/28/1993
3643350,A00003424,Credit,,73.8,45135.8,,2/28/1993
3449863,A00004034,Credit,,23.7,13303.7,,2/28/1993
3546684,A00000485,Credit,,249,66492.9,,2/28/1993
3549614,A00000576,Credit,,29.6,13363.7,,2/28/1993
3598961,A00002070,Credit,,3,20141,,2/28/1993
3599468,A00002087,Credit,,117.3,34129.3,,2/28/1993
3600404,A00002122,Credit,,199,72343,,2/28/1993
3468211,A00004055,Credit,,21.1,23602,,2/28/1993
3466390,A00003554,Credit,,57.9,47982.9,,2/28/1993
3467902,A00003983,Credit,,53.1,15579.1,,2/28/1993
3466050,A00003510,Credit,,99.3,22370.3,,2/28/1993
3447022,A00001539,Credit,,150.6,56387.6,,2/28/1993
3444293,A00002099,Credit,,220,52482.4,,2/28/1993
3448084,A00002585,Credit,,38,16001,,2/28/1993
3444481,A00005065,Credit,,26.2,29371.2,,2/28/1993
3602139,A00002177,Credit,,24.7,11092.2,,2/28/1993
3604749,A00002256,Credit,,12.9,5441.9,,2/28/1993
3539843,A00000280,Credit,,19.3,18562.3,,2/28/1993
3542018,A00000346,Credit,,62,21997,,2/28/1993
621768,A00002122,Credit,Credit in Cash,39285,72144.1,,2/28/1993
3567644,A00001127,Credit,,11.5,25741.5,,2/28/1993
3567897,A00001132,Credit,,146.1,49244.1,,2/28/1993
3595507,A00001966,Credit,,47.9,21514.9,,2/28/1993
3594125,A00001926,Credit,,54.6,18282.6,,2/28/1993
3597518,A00002023,Credit,,15.7,26439.7,,2/28/1993
3595784,A00001972,Credit,,23.7,11038.9,,2/28/1993
3648652,A00003592,Credit,,27.5,12661,,2/28/1993
3646189,A00003514,Credit,,13.1,4012.1,,2/28/1993
3645342,A00003487,Credit,,111.9,34582.6,,2/28/1993
3556398,A00000793,Credit,,17.5,7634.7,,2/28/1993
3556862,A00000813,Credit,,35.5,13289.5,,2/28/1993
3555839,A00000772,Credit,,32,23941,,2/28/1993
527456,A00001801,Credit,Credit in Cash,18972,19674.9,,2/28/1993
1081627,A00003693,Credit,Credit in Cash,3200,19647,,2/28/1993
3537488,A00000212,Credit,,52.1,35042.1,,2/28/1993
1450025,A00004937,Credit,Credit in Cash,44455,45161.7,,2/28/1993
3607856,A00002357,Credit,,30.1,13717.6,,2/28/1993
3608593,A00002378,Credit,,344.8,71452.4,,2/28/1993
3609128,A00002393,Credit,,84.8,27986.9,,2/28/1993
3608664,A00002379,Credit,,55.9,19827.9,,2/28/1993
3610110,A00002425,Credit,,18.5,17823.5,,2/28/1993
3610581,A00002434,Credit,,12.6,5003.6,,2/28/1993
3612140,A00002484,Credit,,117.6,36318.3,,2/28/1993
3669815,A00005270,Credit,,268.5,81076.7,,2/28/1993
3671894,A00005622,Credit,,90.2,58223.2,,2/28/1993
3667903,A00004937,Credit,,6.7,706.7,,2/28/1993
3492040,A00007753,Credit,,119.6,47385.6,,2/28/1993
3479817,A00009307,Credit,,25.8,13308.6,,2/28/1993
3479717,A00009265,Credit,,25.6,28686.6,,2/28/1993
3543739,A00000401,Credit,,34.1,19151.1,,2/28/1993
3546414,A00000477,Credit,,13.6,18305.6,,2/28/1993
3544121,A00000411,Credit,,42.2,18939.2,,2/28/1993
3546052,A00000465,Credit,,44.1,13529.1,,2/28/1993
3545699,A00000456,Credit,,50.9,38081.9,,2/28/1993
3572389,A00001276,Credit,,84.3,24655.4,,2/28/1993
3469665,A00004296,Credit,,7.2,24136.2,,2/28/1993
3470805,A00004484,Credit,,70,41252.9,,2/28/1993
3469151,A00004240,Credit,,88,28254,,2/28/1993
3528743,A00011265,Credit,,43.9,18461.8,,2/28/1993
3529064,A00011295,Credit,,27.6,23174.5,,2/28/1993
3626470,A00002902,Credit,,7.2,24320.2,,2/28/1993
3627126,A00002925,Credit,,70.4,23082.4,,2/28/1993
3628744,A00002970,Credit,,23.2,19481.2,,2/28/1993
3625748,A00002881,Credit,,65.2,21702.7,,2/28/1993
3625863,A00002884,Credit,,18.5,6928.5,,2/28/1993
3627197,A00002926,Credit,,48.1,20232,,2/28/1993
608427,A00002070,Credit,Credit in Cash,7700,20138,,2/28/1993
1190945,A00004078,Credit,Credit in Cash,2500,26536,,3/1/1993
542076,A00001843,Credit,Credit in Cash,3900,22532,,3/1/1993
71666,A00000239,Credit,Credit in Cash,300,300,,3/1/1993
797025,A00002714,Credit,Credit in Cash,10800,12900,,3/1/1993
695563,A00002378,Debit,Cash Withdrawal,21400,50037.8,,3/2/1993
968613,A00003302,Credit,Credit in Cash,700,700,,3/2/1993
810834,A00002763,Credit,Credit in Cash,33035,33235,,3/2/1993
207643,A00000704,Debit,Cash Withdrawal,8900,30093.3,,3/2/1993
1117692,A00003818,Debit,Cash Withdrawal,4200,33271.2,,3/2/1993
695254,A00002378,Credit,Credit in Cash,7077,57114.8,,3/3/1993
502369,A00001713,Credit,Credit in Cash,700,700,,3/3/1993
123329,A00000415,Credit,Credit in Cash,400,400,,3/3/1993
315547,A00001077,Credit,Credit in Cash,1000,1000,,3/3/1993
1208386,A00004134,Credit,Credit in Cash,500,500,,3/3/1993
1028504,A00003513,Credit,Credit in Cash,500,500,,3/3/1993
771485,A00002632,Debit,Cash Withdrawal,6900,27997.3,,3/3/1993
615551,A00002099,Credit,Credit in Cash,30557,83039.4,,3/3/1993
1730741,A00005868,Credit,Credit in Cash,10200,10400,,3/4/1993
453139,A00001539,Debit,Cash Withdrawal,13400,42987.6,,3/4/1993
145022,A00000485,Debit,Cash Withdrawal,8100,76843.9,,3/4/1993
144543,A00000485,Credit,Credit in Cash,18451,84943.9,,3/4/1993
754530,A00002574,Credit,Credit in Cash,2900,18358,,3/4/1993
726267,A00002484,Debit,Cash Withdrawal,8100,28218.3,,3/4/1993
497554,A00001695,Credit,Credit in Cash,5200,24820.9,,3/4/1993
529625,A00001805,Credit,Credit in Cash,9500,10600,,3/4/1993
882873,A00003007,Credit,Credit in Cash,900,24224.7,,3/4/1993
1450026,A00004937,Credit,Credit in Cash,8813,53974.7,,3/4/1993
2797781,A00009265,Credit,Credit in Cash,37305,66012.9,,3/4/1993
404590,A00001378,Credit,Credit in Cash,1100,1100,,3/4/1993
505751,A00001726,Debit,Cash Withdrawal,3200,31882.2,,3/4/1993
251559,A00000862,Debit,Cash Withdrawal,10700,33972.2,,3/4/1993
712153,A00002434,Credit,Credit in Cash,10600,15603.6,,3/4/1993
732241,A00002503,Credit,Credit in Cash,600,600,,3/5/1993
332727,A00001132,Debit,Cash Withdrawal,11800,37444.1,,3/5/1993
145128,A00000485,Debit,Cash Withdrawal,25300,51543.9,,3/5/1993
537878,A00001830,Credit,Credit in Cash,11538,12538,,3/5/1993
783293,A00002670,Credit,Credit in Cash,24381,48472.8,,3/5/1993
637744,A00002177,Credit,Collection from Another Bank,5123,16215.2,YZ,3/5/1993
400898,A00001366,Credit,Credit in Cash,7626,8526,,3/5/1993
1157042,A00003960,Credit,Collection from Another Bank,4807,5307,OP,3/5/1993
330662,A00001127,Credit,Credit in Cash,23330,49071.5,,3/5/1993
685666,A00002342,Credit,Collection from Another Bank,3247,3647,EF,3/5/1993
1313409,A00004484,Debit,Cash Withdrawal,8900,32352.9,,3/5/1993
2442346,A00008051,Credit,Collection from Another Bank,26040,26240,KL,3/5/1993
560901,A00001909,Credit,Collection from Another Bank,3191,7182,AB,3/5/1993
166981,A00000559,Credit,Credit in Cash,300,300,,3/5/1993
73512,A00000244,Credit,Collection from Another Bank,3972,4772,IJ,3/5/1993
110537,A00000374,Credit,Collection from Another Bank,23041,45050.6,WX,3/5/1993
498392,A00001699,Credit,Collection from Another Bank,5224,11248,CD,3/5/1993
700136,A00002396,Credit,Collection from Another Bank,4203,4703,OP,3/5/1993
529775,A00001806,Credit,Collection from Another Bank,5029,10458,UV,3/5/1993
224345,A00000764,Credit,Collection from Another Bank,6238,13576,UV,3/5/1993
232963,A00000793,Credit,Collection from Another Bank,3401,11035.7,IJ,3/5/1993
1910797,A00006473,Credit,Credit in Cash,42227,78497,,3/5/1993
1935476,A00006555,Credit,Credit in Cash,300,300,,3/5/1993
851328,A00002902,Credit,Credit in Cash,20213,44533.2,,3/5/1993
846310,A00002881,Credit,Credit in Cash,2700,24402.7,,3/5/1993
3393741,A00011265,Credit,Credit in Cash,7618,26079.8,,3/5/1993
101389,A00000346,Credit,Credit in Cash,19935,41932,,3/5/1993
710069,A00002429,Credit,Credit in Cash,14609,15209,,3/5/1993
711473,A00002433,Credit,Collection from Another Bank,4718,5218,OP,3/5/1993
655855,A00002242,Credit,Collection from Another Bank,43493,43793,CD,3/6/1993
336634,A00001144,Credit,Collection from Another Bank,3375,6950,GH,3/6/1993
333299,A00001134,Credit,Credit in Cash,11970,12370,,3/6/1993
144776,A00000485,Debit,Remittance to Another Bank,1591,49952.9,WX,3/6/1993
139101,A00000465,Credit,Credit in Cash,6800,20329.1,,3/6/1993
137466,A00000461,Credit,Collection from Another Bank,6388,6988,YZ,3/6/1993
119438,A00000401,Credit,Credit in Cash,12817,31968.1,,3/6/1993
256849,A00000882,Credit,Credit in Cash,300,300,,3/6/1993
218878,A00000744,Credit,Credit in Cash,400,400,,3/6/1993
58947,A00000197,Credit,Credit in Cash,21718,22518,,3/6/1993
57436,A00000192,Credit,Collection from Another Bank,5859,12018,GH,3/6/1993
621772,A00002122,Credit,Credit in Cash,7597,79940,,3/6/1993
883006,A00003008,Credit,Collection from Another Bank,6934,7134,QR,3/6/1993
275309,A00000943,Credit,Collection from Another Bank,3217,7247.7,OP,3/6/1993
1163523,A00003983,Credit,Credit in Cash,14626,30205.1,,3/6/1993
1163704,A00003983,Debit,Cash Withdrawal,200,30005.1,,3/6/1993
2798252,A00009265,Debit,Cash Withdrawal,19000,47012.9,,3/6/1993
285075,A00000979,Credit,Credit in Cash,17914,18914,,3/6/1993
286075,A00000982,Credit,Credit in Cash,4550,10018.6,,3/6/1993
1132665,A00003871,Credit,Collection from Another Bank,4356,9012,GH,3/6/1993
840174,A00002861,Credit,Collection from Another Bank,5915,6215,ST,3/6/1993
1578991,A00005369,Credit,Credit in Cash,5643,6543,,3/6/1993
506453,A00001730,Credit,Collection from Another Bank,6689,14278,ST,3/6/1993
192367,A00000652,Debit,Cash Withdrawal,4800,26657.6,,3/6/1993
105736,A00000361,Credit,Credit in Cash,23638,24238,,3/6/1993
655275,A00002241,Credit,Credit in Cash,11584,11784,,3/7/1993
695341,A00002378,Debit,Remittance to Another Bank,9612,47502.8,EF,3/7/1993
26045,A00000086,Credit,Credit in Cash,800,800,,3/7/1993
42523,A00000142,Credit,Collection from Another Bank,4555,5455,QR,3/7/1993
1108944,A00003787,Credit,Credit in Cash,20950,21750,,3/7/1993
1176388,A00004034,Credit,Credit in Cash,5080,18383.7,,3/7/1993
649668,A00002220,Credit,Collection from Another Bank,6153,7253,MN,3/7/1993
144848,A00000485,Debit,Remittance to Another Bank,3572,46380.9,AB,3/7/1993
129505,A00000435,Credit,Collection from Another Bank,5039,10478,MN,3/7/1993
138715,A00000465,Credit,Collection from Another Bank,12785,33114.1,UV,3/7/1993
347546,A00001179,Credit,Collection from Another Bank,4212,9124,WX,3/7/1993
148420,A00000496,Credit,Credit in Cash,5404,6204,,3/7/1993
122540,A00000411,Credit,Credit in Cash,2900,21839.2,,3/7/1993
541684,A00001843,Credit,Collection from Another Bank,17632,40164,QR,3/7/1993
542218,A00001844,Credit,Collection from Another Bank,3242,10254.2,ST,3/7/1993
682549,A00002330,Credit,Collection from Another Bank,3395,6990,ST,3/7/1993
260044,A00000890,Credit,Credit in Cash,10700,18464,,3/7/1993
1068643,A00003651,Credit,Collection from Another Bank,5081,5881,WX,3/7/1993
566014,A00001926,Credit,Credit in Cash,3900,22182.6,,3/7/1993
1028983,A00003514,Credit,Collection from Another Bank,3399,7411.1,GH,3/7/1993
579376,A00001972,Credit,Collection from Another Bank,5298,16336.9,UV,3/7/1993
469894,A00001601,Credit,Collection from Another Bank,4042,4542,CD,3/7/1993
3122927,A00010364,Credit,Credit in Cash,14493,34324.3,,3/7/1993
286583,A00000982,Credit,Credit in Cash,8200,18218.7,,3/7/1993
292056,A00001000,Credit,Collection from Another Bank,31348,61418.3,ST,3/7/1993
737261,A00002519,Credit,Collection from Another Bank,5544,11588,GH,3/7/1993
2775582,A00009188,Credit,Collection from Another Bank,12710,13510,GH,3/7/1993
893648,A00003047,Credit,Collection from Another Bank,3474,4074,KL,3/7/1993
462814,A00001575,Credit,Collection from Another Bank,5448,6348,IJ,3/7/1993
185061,A00000627,Credit,Credit in Cash,700,23710.5,,3/7/1993
519754,A00001775,Credit,Collection from Another Bank,6932,7832,WX,3/7/1993
454772,A00001545,Credit,Credit in Cash,200,200,,3/8/1993
242369,A00000830,Credit,Credit in Cash,16623,16823,,3/8/1993
144704,A00000485,Debit,Remittance to Another Bank,7421,38959.9,EF,3/8/1993
781998,A00002666,Credit,Credit in Cash,600,600,,3/8/1993
1238920,A00004240,Credit,Collection from Another Bank,27666,55920,EF,3/8/1993
1149991,A00003935,Credit,Credit in Cash,1000,1000,,3/8/1993
117636,A00000396,Credit,Credit in Cash,1000,1000,,3/8/1993
123332,A00000415,Credit,Credit in Cash,13110,13510,,3/8/1993
434655,A00001477,Credit,Collection from Another Bank,3151,7011.8,KL,3/8/1993
789769,A00002694,Credit,Credit in Cash,700,700,,3/8/1993
294483,A00001006,Credit,Collection from Another Bank,3737,4737,WX,3/8/1993
330234,A00001126,Credit,Credit in Cash,1100,1100,,3/8/1993
1028005,A00003510,Debit,Cash Withdrawal,300,22070.3,,3/8/1993
374592,A00001276,Credit,Credit in Cash,6774,31429.4,,3/8/1993
375033,A00001276,Debit,Cash Withdrawal,2200,29229.4,,3/8/1993
1091934,A00003734,Credit,Credit in Cash,1000,1000,,3/8/1993
699589,A00002393,Debit,Cash Withdrawal,2500,25486.9,,3/8/1993
882364,A00003007,Credit,Credit in Cash,22452,46676.7,,3/8/1993
275678,A00000944,Credit,Credit in Cash,16927,16927,,3/8/1993
275675,A00000944,Credit,Credit in Cash,500,17427,,3/8/1993
716041,A00002453,Credit,Credit in Cash,400,400,,3/8/1993
251236,A00000862,Credit,Collection from Another Bank,44333,78305.2,YZ,3/8/1993
3402667,A00011295,Credit,Credit in Cash,18347,41552.6,,3/8/1993
929611,A00003168,Credit,Collection from Another Bank,6303,7303,AB,3/8/1993
710437,A00002429,Credit,Credit in Cash,5100,20309,,3/8/1993
269815,A00000925,Credit,Credit in Cash,18500,19000,,3/9/1993
298981,A00001019,Credit,Credit in Cash,19746,44725.4,,3/9/1993
1344903,A00004596,Credit,Credit in Cash,700,700,,3/9/1993
293962,A00001005,Credit,Collection from Another Bank,34483,34783,QR,3/9/1993
332447,A00001132,Credit,Collection from Another Bank,48098,85542.1,ST,3/9/1993
259750,A00000890,Credit,Credit in Cash,7041,25505,,3/9/1993
727884,A00002489,Credit,Credit in Cash,900,900,,3/9/1993
2442701,A00008051,Debit,Cash Withdrawal,700,25540,,3/9/1993
858387,A00002926,Credit,Credit in Cash,10584,30816,,3/9/1993
1208389,A00004134,Credit,Credit in Cash,9556,10056,,3/9/1993
810833,A00002763,Credit,Credit in Cash,31986,65221,,3/9/1993
1091937,A00003734,Credit,Credit in Cash,4939,5939,,3/9/1993
63715,A00000212,Credit,Collection from Another Bank,49590,84632.1,IJ,3/9/1993
581702,A00001979,Credit,Collection from Another Bank,3021,6942,UV,3/9/1993
494944,A00001688,Credit,Collection from Another Bank,5439,6239,QR,3/9/1993
771038,A00002632,Credit,Credit in Cash,14264,42261.3,,3/9/1993
